Charter,Magnet.,Title.I.School.,locationRural,locationSize,Students.,SeniorHigh,numOfStud2014,meanScale2012,lev1Perc2012,lev5Perc2012,perc.free.lunch,perc.reduced.lunch,logLoginsPerExaminee,meanScale2014
0,0,1,1,2,575,0,-1.0494324744644845,1.1426249350629811,-1.2738779211126512,-0.42439205595667906,-0.3893322799585061,0.3894265706448196,-3.47609868983527,392.0
0,0,0,0,2,1649,1,0.24604431103652544,1.0533355628480474,-1.3579523625767744,-0.42439205595667906,-1.0254396150761167,-0.7500284675730651,-0.738609554636703,400.0
0,1,0,0,2,1585,0,0.04386007283694586,0.1604418406987092,-0.2649846235431738,-0.15810684437601769,0.2000389505286645,0.413674709764684,0.595983432106298,405.0
1,0,0,0,0,1644,0,-0.5552043366432899,1.3212036794928488,-1.3579523625767744,0.37446357878530506,-1.3007449043336698,-1.0833823903124802,1.34400144892964,403.0
1,0,1,0,0,445,0,-1.109338915412508,1.8569399127824517,-1.3579523625767744,1.1733192135272892,1.2563418154121988,3.796123619151243,-0.799756915618204,409.0
0,0,0,0,0,1312,0,0.583018041369158,0.6961780739883121,-0.6853568308637894,-0.6906772675373404,-0.9966879192412419,-1.060067825094073,0.414943852062708,406.0
0,0,0,0,1,1929,0,0.7402724488577199,-0.8217412536655628,0.9120575569545498,-0.42439205595667906,0.14805466967365866,-0.5396198616991511,1.8330575408818,390.0
0,0,1,0,2,866,0,-0.30809026773269266,-0.5538731370207614,0.323536466705688,-0.42439205595667906,0.9876427036278236,-1.1721009068905455,0.599621122549122,402.0
0,0,1,0,0,966,0,-0.967061118160952,-0.3752943925908937,0.4076109081698111,-0.15810684437601769,0.5257365371518707,-0.4917602134199995,0.266628663253949,395.0
0,0,1,0,0,1605,0,-0.4878095905767634,-0.6431625092356952,0.6598342325621804,-0.42439205595667906,1.0331110069148477,0.0107253057174677,1.49759649269219,397.0
0,1,1,0,0,3439,0,2.4101644902838775,-1.4467668591700995,1.9209508545240273,-0.6906772675373404,1.3432424746197074,0.5032533467195823,0.51973040210895,387.0
0,0,1,0,2,1762,0,0.7028309232652052,0.4283099573435107,-0.5172079479355431,0.37446357878530506,-0.08295056420344718,0.7384236240385197,0.624370082080628,387.0
0,0,0,0,0,2272,0,1.3767783839304704,2.0355186572123194,-1.1898034796485282,4.102456540914564,-1.4697812541659243,-0.1374775393690201,-0.110387646234371,414.0
0,0,1,0,0,131,0,-1.670961799300229,-1.6253456035999672,1.6687275301316578,-0.6906772675373404,2.4478647518102052,-1.9576452159189022,-1.94591014905531,371.0
0,1,0,0,0,3376,1,1.7511936398556178,-0.9110306258804967,1.2483553228110422,-0.15810684437601769,0.8845942881738408,0.31606126557343645,1.44404236285499,392.0
0,0,1,0,0,2344,0,0.8600853307537671,0.1604418406987092,0.07131314231331863,0.37446357878530506,-0.21975204494137543,1.3416357602512152,-0.880024553889761,402.0
0,1,1,0,0,3212,1,0.10376651378496944,0.9640461906331136,-0.6012823893996663,0.9070340019466278,-0.7572598952895686,1.0794391264108827,2.68412754434379,418.0
0,0,0,0,2,743,0,-1.1617570512420285,0.5175993295584445,-0.6012823893996663,-0.15810684437601769,-0.96751750593638,-0.2983534443737826,2.17945240759042,398.0
0,0,1,0,0,2464,0,1.7586819449741207,0.24973121291364303,-0.2649846235431738,0.37446357878530506,-0.026967110095970068,0.5852672523305554,0.797659879295432,400.0
0,0,0,1,2,474,0,-1.4238477303896317,-0.018136903731158432,-0.5172079479355431,-0.6906772675373404,0.3784966702849109,1.4795412825770038,1.72580150143626,398.0
0,0,1,0,1,2252,0,0.7702256693317318,-0.10742627594609225,0.07131314231331863,-0.15810684437601769,-0.7852818208443619,-0.7129297888165105,1.56000048000823,396.0
0,0,0,1,2,1773,0,-0.06846450394059835,1.3212036794928488,-1.2738779211126512,0.6407487903659664,-2.1676858844991935,-1.9589138437411189,0.411296028418958,420.0
0,0,0,0,2,1912,0,0.12623142914047827,0.4283099573435107,-0.5172079479355431,-0.15810684437601769,-1.2181000888326572,-0.2314740302608451,1.21959812222902,401.0
0,1,1,0,2,1242,0,0.2235793956810166,0.07115246848377539,-0.2649846235431738,0.10817836720464369,0.21415000005553697,0.23126484017164803,-0.309133999169732,394.0
0,0,0,0,0,4375,0,3.990196870287999,2.660544262716856,-1.3579523625767744,5.700167810398533,-1.905036692980695,-0.7812232936254144,0.682046838047432,423.0
0,1,1,0,0,3118,0,0.9349683819387966,-0.5538731370207614,0.8279831154904267,-0.15810684437601769,0.7901411966070427,1.249069561770188,1.65796495332876,386.0
0,1,1,0,0,1549,0,-0.11339433465161602,-0.2860050203759599,0.23946202524156485,-0.42439205595667906,0.12262522640877399,1.1567509118365007,0.0779615414697119,396.0
0,0,1,1,2,1221,0,-0.9146429823314314,-0.6431625092356952,0.7439086740263036,-0.42439205595667906,0.19357023996905381,0.8942228553736814,0.354934299460948,390.0
0,1,1,0,2,2380,0,0.05134837795544881,0.6961780739883121,-1.021654596720282,-0.42439205595667906,0.6159914331391924,-0.02265783719725535,1.43038968098512,404.0
0,1,0,0,1,2453,0,-0.6375756929468224,-1.2681881147402319,1.5005786472034115,-0.6906772675373404,-0.30164083968345357,0.14512375908230532,1.77070606003022,401.0
0,0,1,0,2,1619,0,-0.6525523031838282,-1.4467668591700995,1.4165042057392885,-0.6906772675373404,0.056209535613578034,1.4453685994802339,2.09597084363105,399.0
0,1,1,0,0,505,1,-1.416359425271129,2.74983363493179,-1.5261012455050205,3.30360090617258,-0.8716110662021844,1.3026931172978384,0.723918839226699,426.0
0,0,1,0,2,1175,0,-0.0010697578740718192,-0.10742627594609225,0.23946202524156485,-0.42439205595667906,1.0956539292644758,0.1895370644723416,-1.49776822758301,386.0
0,1,1,0,1,1642,0,0.6504127874356845,-0.19671564816102607,0.5757597910980573,0.37446357878530506,1.3818949305228534,-0.10470843381764874,-0.730887508542792,399.0
0,0,1,0,2,531,0,-1.0569207795829874,0.6068887017733783,-1.3579523625767744,-0.6906772675373404,2.907118910631307,-2.4574845778722882,-4.56434819146784,393.0
0,0,0,0,0,1712,0,0.05134837795544881,-1.6253456035999672,2.0050252959881503,-0.6906772675373404,0.3781279506321728,-0.4495142438568618,1.8391174347281,389.0
1,0,1,0,0,1305,0,-0.11339433465161602,0.9640461906331136,-0.8535057137920357,0.37446357878530506,-0.34223000825805033,2.384445915716758,1.56051260399796,422.0
0,1,1,0,0,2676,1,1.2419888917974173,0.33902058512857686,-0.2649846235431738,0.37446357878530506,0.13199754361544228,0.3197432073309664,0.275825459295256,399.0
0,1,1,0,1,3651,0,1.0772461791903525,-0.10742627594609225,0.15538758377744175,0.6407487903659664,-0.19009154090038338,-1.067558770632697,1.51018295433876,389.0
0,1,1,0,2,970,0,-0.5252511161692781,0.4283099573435107,-0.5172079479355431,0.10817836720464369,1.5492107829338617,0.1751744945193055,0.306956205064648,393.0
0,0,0,0,0,2200,0,-0.12088263977011897,-1.0896093703103642,0.996131998418673,-0.6906772675373404,-1.2594280472390318,-1.3562475836049894,2.21516227802289,396.0
0,0,1,0,0,1390,0,0.23855600591802248,-0.8217412536655628,0.5757597910980573,-0.42439205595667906,-0.2531568531410501,-0.43187657363961146,1.46232560209605,384.0
0,1,0,1,2,1159,0,0.0962782086664665,-0.2860050203759599,0.07131314231331863,-0.6906772675373404,0.733695269284395,0.2543272495331375,-1.4961092271271,392.0
0,0,1,1,2,2231,0,0.21609109056251363,-0.5538731370207614,0.4076109081698111,-0.42439205595667906,-0.6383080370477173,0.5068249685218142,-0.34705434595175,389.0
0,0,1,0,0,2113,0,0.8226438051612524,-1.4467668591700995,1.1642808813469192,-0.42439205595667906,-0.10467524784417298,1.6020247881864256,0.650462260708995,383.0
0,0,1,1,2,841,0,-0.6600406083023311,-0.8217412536655628,0.6598342325621804,-0.6906772675373404,1.2155812249221694,-1.4063955034197755,-5.00394630594546,378.0
0,0,0,0,0,2203,0,0.1936261752070048,-0.018136903731158432,-0.2649846235431738,-0.42439205595667906,-1.629643521518193,-1.699557483634754,1.53445210554954,403.0
0,1,1,0,0,1688,0,1.0922227894273584,-1.4467668591700995,1.4165042057392885,-0.6906772675373404,1.7566405444877342,0.1996887127015893,0.189692064905588,383.0
0,0,1,0,0,2060,0,0.6204595669616728,-0.10742627594609225,-0.0968357406149276,-0.42439205595667906,-0.3437504649843974,0.1012804665351993,1.5012957538144,390.0
0,0,0,1,2,1863,0,-0.15832416536263372,-0.4645837648058275,0.323536466705688,-0.6906772675373404,0.13241230886458172,0.6881765059830351,2.39957735898136,391.0
0,1,1,0,1,1315,0,-0.15832416536263372,0.4283099573435107,-0.6012823893996663,0.9070340019466278,-0.057247923639091924,-0.7893894904711998,0.984295460988213,400.0
0,0,1,0,2,1675,0,0.17116125985149597,0.07115246848377539,-0.1809101820790507,-0.15810684437601769,-0.5364832392387686,-0.7374403496338925,2.13870777524121,392.0
0,1,0,0,1,1710,0,-0.22571891142916023,-0.6431625092356952,0.8279831154904267,-0.15810684437601769,0.2657738050182421,-0.7343541458750915,2.06054430149847,388.0
1,0,1,1,2,375,0,-1.363941289441608,2.1248080294272533,-1.5261012455050205,2.2384600598499347,-1.094926446188782,1.209336981417748,0.0702042586732486,414.0
0,0,1,0,0,1753,0,0.2086027854440107,-1.0003199980954305,0.9120575569545498,-0.6906772675373404,0.22767437679776287,-0.7205926934803599,0.616714301808298,399.0
0,0,1,0,0,1818,0,0.3808338031695785,-1.8039243480298348,2.1731741789163963,-0.6906772675373404,0.32161440593087043,-0.8547268438198881,-0.475574674295191,388.0
0,0,1,0,0,1681,0,-0.18078908071814254,1.0533355628480474,-0.7694312723279125,2.2384600598499347,0.051224841650778404,-0.13981776838646864,-0.669944283480282,412.0
0,0,1,0,0,1613,0,0.4032987185250873,-0.018136903731158432,0.15538758377744175,-0.15810684437601769,-0.05057002275772279,0.44502340956502295,-0.279695720819131,398.0
0,0,0,0,1,1237,0,-0.1882773858366455,-0.9110306258804967,0.7439086740263036,-0.6906772675373404,-0.2849461919414328,-0.23427021290258115,-0.552565229938756,387.0
0,0,1,0,0,2688,0,1.316871942982447,1.678361168352584,-1.2738779211126512,1.7058896366886118,-0.6684672635869883,1.293913966788266,-0.309714787451664,396.0
0,0,1,0,0,229,0,-1.416359425271129,-2.250371209104504,3.5183652423423664,-0.6906772675373404,1.6307049539175802,-0.8848458866608719,-3.17805383034795,371.0
0,1,0,0,1,2171,0,0.6054829567246669,1.678361168352584,-1.1898034796485282,1.1733192135272892,-1.2071988769088053,-1.2510551644058039,1.22266493733809,404.0
0,0,0,0,2,855,0,-0.4353914547472427,0.4283099573435107,-0.6853568308637894,-0.6906772675373404,-1.105925033688201,-0.15997733520935933,-5.18738580584075,401.0
0,0,1,0,0,2268,0,0.732784143739217,-1.5360562313850334,1.3324297642751655,-0.6906772675373404,-0.5375704456216553,-0.9850741822767985,1.27677929025492,387.0
0,0,1,0,0,1578,0,0.20111448032550774,-0.2860050203759599,0.15538758377744175,-0.6906772675373404,0.6619325288432704,0.011462131092009227,0.908686132488936,401.0
0,0,1,1,2,2372,0,0.6953426181467023,0.6068887017733783,-0.8535057137920357,-0.42439205595667906,0.32208771536436487,0.6342705311412319,0.746257005873894,413.0
0,0,0,0,0,2017,0,1.0248280433608319,1.0533355628480474,-1.105729038184405,0.37446357878530506,-1.9845646727642563,-1.6296643554601487,0.302280871872934,412.0
0,1,1,0,1,2127,0,1.3692900788119675,1.0533355628480474,-0.7694312723279125,0.9070340019466278,-0.5343041567327591,0.03607229551152664,0.389464766761723,408.0
0,1,1,0,1,2025,0,0.3209273622215549,0.8747568184181798,-0.43313350647142007,1.1733192135272892,0.5388637332709597,0.30718247079876954,0.262364264467491,420.0
0,1,0,0,2,1888,0,-0.5327394212877811,0.5175993295584445,-0.6012823893996663,-0.15810684437601769,-0.8351011014997721,-0.3765855392316049,0.923493644168213,410.0
0,0,1,1,2,2321,0,2.0132843190032212,-1.0896093703103642,0.8279831154904267,-0.6906772675373404,0.5684937065665718,-0.256985396295515,-2.89433215911226,398.0
0,1,1,1,2,1387,0,0.583018041369158,-0.5538731370207614,0.5757597910980573,-0.6906772675373404,0.5065391174569667,-1.2300492016551074,0.24636392312105,394.0
0,0,0,0,2,1753,0,0.5605531260136493,1.5890717961376504,-1.2738779211126512,0.9070340019466278,-1.3846934254929606,-0.5338301252661759,-0.801360765200178,412.0
0,0,1,1,2,1166,0,-0.7798534901983784,0.33902058512857686,-0.5172079479355431,-0.6906772675373404,0.42615736717725095,0.883851534259495,1.99003495396425,391.0
1,0,0,0,1,166,0,-1.4463126457451405,0.9640461906331136,-1.105729038184405,0.10817836720464369,-0.08828464046393672,1.4870308688682718,-2.39789527279837,389.0
0,1,1,0,0,1074,0,-0.6151107775913135,-0.9110306258804967,1.080206439882796,-0.42439205595667906,-0.4207651207567487,0.2250797445665521,0.683422630667951,387.0
0,1,1,0,1,1683,0,0.2610209212735313,-0.6431625092356952,0.996131998418673,-0.6906772675373404,-0.40568073840712343,1.1024230347565056,-1.75565446458594,388.0
0,0,1,0,0,1998,0,0.11125481890347239,-1.1788987425252981,1.080206439882796,-0.6906772675373404,-0.16477337916397355,-0.1470409205547236,-0.303682413798222,385.0
0,0,1,0,0,3112,0,1.1146877047828674,0.6068887017733783,-0.34905906500729694,0.6407487903659664,0.09236460026964077,0.0779313116248726,-0.372341060683132,404.0
0,0,1,1,2,340,1,-1.251616712664064,1.4104930517077827,-1.1898034796485282,2.504745271430596,0.10862486932294559,1.8756816555324425,0.775385278796917,412.0
0,0,1,1,2,1052,1,-0.9221312874499343,-0.8217412536655628,0.5757597910980573,-0.42439205595667906,0.8447750167625169,0.46790606048036876,2.05614597907631,388.0
1,0,0,0,0,1102,0,-0.4129265393917339,0.4283099573435107,-0.9375801552561588,-0.6906772675373404,-0.6360500328556862,-0.7343541458750915,-0.0392207131532813,402.0
0,1,1,0,0,3306,1,2.028260929240227,-0.5538731370207614,0.5757597910980573,-0.15810684437601769,0.9817378913590117,1.5136378544890774,1.12962252541067,396.0
0,1,1,0,1,1927,0,0.058836683073951755,0.5175993295584445,-0.1809101820790507,1.1733192135272892,-0.678343075388849,-0.5716090817217491,0.165168477567705,400.0
0,0,1,0,0,2009,0,-0.0010697578740718192,-1.3574774869551658,1.080206439882796,-0.6906772675373404,-0.5068294990447022,0.5247575884065834,-0.714469950028766,390.0
1,0,0,0,0,747,0,-0.5027862008137692,-0.10742627594609225,-0.012761299150804487,0.37446357878530506,-0.5889733512468114,-0.3537430062773164,-2.57084907958872,404.0
0,0,0,0,0,2344,0,1.6388690630780736,-1.5360562313850334,1.6687275301316578,-0.6906772675373404,1.0863808753725284,1.551146073015401,0.750671024698132,390.0
0,0,0,0,0,2208,1,1.2494771969159204,0.5175993295584445,-0.6853568308637894,-0.15810684437601769,-0.8643035504935096,-0.3371288787163162,-2.78253905309295,401.0
0,1,0,0,1,1399,0,-0.10590602953311308,-2.0717924646746364,2.1731741789163963,-0.42439205595667906,0.840563729216128,-0.5619179339525683,1.55032559941683,377.0
0,1,1,0,2,1027,0,-0.24069552166616612,-1.8039243480298348,1.9209508545240273,-0.6906772675373404,2.0320543938505966,-1.246092005426351,-0.966301152448816,386.0
0,0,1,0,0,1588,0,0.5680414311321521,-0.8217412536655628,0.8279831154904267,-0.42439205595667906,1.1203948432201292,0.6350354039866632,2.06577023908187,400.0
0,0,0,1,2,345,0,-1.5586372225226848,-0.8217412536655628,-0.012761299150804487,-0.6906772675373404,0.5987473470276995,0.294529532360915,2.27105883934727,414.0
0,0,0,0,0,1482,0,-0.20325399607365138,0.1604418406987092,-0.5172079479355431,-0.42439205595667906,-1.7099340019148186,-1.1982738775666426,-5.34710753071747,402.0
0,0,0,0,0,1957,0,0.5305999055396374,0.9640461906331136,-0.6012823893996663,1.4396044251079505,-1.4583676351011978,-1.0187543142629767,1.51198257628339,407.0
0,1,0,0,0,1271,0,-1.0644090847014902,0.9640461906331136,-0.8535057137920357,0.10817836720464369,0.5453282846461514,0.14415767153968864,1.38101730401905,396.0
0,0,0,0,0,2281,0,-0.21823060631065727,0.6961780739883121,-0.8535057137920357,-0.42439205595667906,-1.6163620013210178,-0.39063457263584206,0.804499325886038,396.0
0,0,1,0,1,2239,1,1.7811468603296297,-0.10742627594609225,0.07131314231331863,-0.42439205595667906,0.9852618531703216,0.20378609378752074,-1.02165124753198,386.0
0,1,1,0,0,1293,0,0.14869634449598712,-0.10742627594609225,0.23946202524156485,-0.15810684437601769,1.1810782402241902,0.40373818894749725,1.36763893545839,392.0
0,0,1,1,2,609,0,-1.3040348484935846,-1.4467668591700995,1.5005786472034115,-0.6906772675373404,1.2791134938120614,0.12296690649789958,-2.53369681395743,370.0
0,0,1,1,2,1301,1,0.3583688878140696,0.5175993295584445,-0.9375801552561588,-0.15810684437601769,1.0193881092480381,-0.7462743410234192,-1.55814461804655,385.0
0,0,0,1,2,1850,0,0.32841566734005784,-0.4645837648058275,0.23946202524156485,-0.42439205595667906,-0.3840582804244796,0.4625229379716114,-1.46396739943811,399.0
0,0,1,1,2,311,0,-1.6035670532337025,-1.0896093703103642,1.5005786472034115,-0.6906772675373404,0.858493102672854,0.06903464074739789,-1.34373474670109,377.0
0,0,1,1,2,1797,0,0.9199917717017907,-0.10742627594609225,-0.5172079479355431,-0.6906772675373404,0.17211408875242765,1.0587754633818707,-1.80856658754444,394.0
0,0,1,0,1,1351,0,-0.30809026773269266,-0.3752943925908937,0.07131314231331863,-0.15810684437601769,0.18074355187740915,0.32936959971015173,-0.329354768852349,384.0
0,1,1,0,0,1700,1,0.6429244823171816,-0.4645837648058275,0.49168534963393423,-0.15810684437601769,1.5323942267223472,0.1809321953563602,0.311392552224189,402.0
0,0,1,0,0,2912,1,1.7287287245001088,0.1604418406987092,-0.1809101820790507,0.10817836720464369,1.2914512335295207,1.4775488605828602,0.113023388403395,399.0
